鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
鶯歌區,土地,尖山腳段571~600地號,69.93,住,,,1071027,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5288750,75629,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPPMLMLJINFFIF58CA
樹林區,房地(土地+建物)+車位,新北市樹林區學成路511~540號,20.32,商,,,1070924,土地1建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990331,204.84,3,2,2,有,有,16200000,79086,坡道平面,37.94,0,,RPXNMLNLJINFFIF66CA
中和區,房地(土地+建物)+車位,新北市中和區宜安路92巷1~30號,53.99,其他,,,1070913,土地1建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1030612,336.77,4,2,3,有,有,58580000,213256,坡道平面,86.46,5200000,,RPVNMLQJKINFFHF56CA
永和區,房地(土地+建物),新北市永和區環河西路二段209巷1~30號,6.96,住,,,1071016,土地1建物1車位0,十七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870122,73.3,2,1,1,有,有,9200000,125512,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUPMLQJKINFFHF66CA
中和區,土地,員山段301~330地號,1199.85,其他,,,1071019,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,24721056,20603,,0.0,0,(包含)公共設施保留地之交易。;,RPRNMLKKKINFFHF28CA
中和區,房地(土地+建物),新北市中和區景平路459巷2弄1~30號,36.8,住,,,1071006,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670123,88.2,3,2,1,有,無,8050000,91270,,0.0,0,含增建或未登記建物。;,RPVNMLLKKINFFHF78CA
中和區,房地(土地+建物)+車位,新北市中和區南華路61~90號,17.17,住,,,1071025,土地1建物1車位1,四層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1051007,213.46,4,2,2,有,有,28000000,144931,坡道機械,30.27,1450000,,RPOQMLLKKINFFHF38CA
中和區,房地(土地+建物),新北市中和區員山路142巷1~30號,18.57,住,,,1071007,土地3建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671120,76.24,3,2,2,有,無,6850000,89848,,0.0,0,,RPPPMLNKKINFFHF58CA
永和區,房地(土地+建物),新北市永和區成功路二段191巷1~30號,30.04,住,,,1071022,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0820115,99.75,3,2,2,有,無,9800000,98246,,0.0,0,含增建或未登記建物。;,RPSNMLOKKINFFHF78CA
中和區,房地(土地+建物)+車位,新北市中和區景安路1~30號,48.86,住,,,1071020,土地2建物1車位1,七層，八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880209,296.13,5,2,3,有,有,38000000,128318,坡道平面,32.92,0,,RPUNMLOKKINFFHF98CA
永和區,房地(土地+建物),新北市永和區民樂街47巷1~30號,38.72,住,,,1071018,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680301,100.33,3,2,2,有,無,11000000,109638,,0.0,0,,RPSNMLSLJINFFHF56CA
永和區,土地,保福段1~30地號,60.89,住,,,1070813,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23000000,377730,,0.0,0,含增建或未登記建物。;,RPQOMLTLJINFFHF56CA
中和區,房地(土地+建物),新北市中和區安平路151~180號,39.95,住,,,1071019,土地1建物1車位0,一層，騎樓,五層,店面(店鋪),住商用,鋼筋混凝土造,0701223,161.64,0,0,0,無,無,31620000,195620,,0.0,0,含增建或未登記建物。;,RPXNMLSLJINFFHF07CA
中和區,房地(土地+建物)+車位,新北市中和區中正路811~840號,12.76,住,,,1071021,土地2建物1車位1,四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880915,178.11,4,2,1,有,有,15600000,87586,坡道平面,36.98,0,含增建或未登記建物。;,RPPOMLQLJINFFHF78CA
永和區,房地(土地+建物),新北市永和區民生路1~30號,19.92,住,,,1071017,土地5建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701109,104.23,3,2,2,有,有,16600000,159263,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLRLJINFFHF09CA
永和區,房地(土地+建物),新北市永和區成功路二段91~120號,34.76,住,,,1071031,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,,50.13,10,4,4,有,無,6450000,128665,,0.0,0,二親等間之交易。,RPUOMLNLJINFFHF98CA
中和區,房地(土地+建物),新北市中和區連城路9巷1~30號,44.43,住,,,1071017,土地1建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680308,101.84,3,2,1,有,無,10200000,100157,,0.0,0,,RPOQMLNLJINFFHF58CA
永和區,房地(土地+建物)+車位,新北市永和區環河西路二段241~270號,14.44,住,,,1070910,土地1建物1車位1,七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910613,240.76999999999998,4,2,3,有,有,29000000,120447,坡道平面,26.81,0,含增建或未登記建物。;,RPRNMLQLJINFFHF88CA
中和區,房地(土地+建物),新北市中和區景平路391~420號,10.53,住,,,1071017,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960321,110.78,3,2,2,有,有,14400000,129987,,0.0,0,含增建或未登記建物。;,RPTNMLQLJINFFHF09CA
蘆洲區,房地(土地+建物),新北市蘆洲區正和街96巷31~60號,29.74,住,,,1071010,土地3建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670526,91.0,8,0,8,有,無,8400000,92308,,0.0,0,含增建或未登記建物。;,RPQOMLNKKINFFGF48CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區環堤大道91~120號,23.21,住,,,1071017,土地1建物1車位1,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880302,159.61,3,2,2,有,有,8250000,51688,坡道平面,43.42,0,親友、員工或其他特殊關係間之交易。;,RPPOMLKKKINFFGF08CA
蘆洲區,房地(土地+建物),新北市蘆洲區三民路61~90號,26.77,住,,,1071105,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740517,91.46,3,2,2,有,無,7660000,83752,,0.0,0,,RPRPMLKKKINFFGF38CA
蘆洲區,房地(土地+建物),新北市蘆洲區成功路72巷1~30號,27.21,住,,,1071007,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740119,89.51,5,2,2,有,無,8600000,96079,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLLKKINFFGF28CA
三重區,車位,新北市三重區仁華街118巷1~30號,3.6,工,,,1071114,土地0建物0車位1,,,其他,,,,20.51,0,0,0,有,有,1400000,,坡道平面,20.51,1400000,,RPTPMLMLJINFFGF78CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區三民路61~90號,28.65,住,,,1071020,土地1建物1車位2,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951103,341.25,4,2,3,有,無,34000000,99634,坡道平面,60.03,0,,RPVNMLSLJINFFGF76CA
三重區,房地(土地+建物),新北市三重區忠孝路二段1~30號,18.0,住,,,1071018,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721123,71.05,3,2,1,有,無,6000000,84448,,0.0,0,二親等買賣,RPXNMLSLJINFFGF96CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區民族路236巷1~30號,22.06,住,,,1071015,土地1建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850316,140.22,3,2,2,有,有,13200000,94138,坡道平面,0.0,0,,RPROMLQLJINFFGF88CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區長樂路1~30號,28.6,住,,,1071019,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070208,174.41,3,2,2,有,有,18800000,124130,坡道平面,35.04,1500000,,RPVOMLNLJINFFGF98CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區集賢路368巷1~30號,14.12,住,,,1071014,土地2建物1車位1,六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850612,148.36,3,2,2,有,有,14660000,98814,坡道平面,0.0,0,含增建或未登記建物。;,RPTPMLNLJINFFGF88CA
三重區,房地(土地+建物),新北市三重區三和路四段211~240號,13.4,住,,,1071021,土地1建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680926,61.0,3,2,1,有,無,5850000,95902,,0.0,0,,RPRQMLNLJINFFGF78CA
三重區,房地(土地+建物),新北市三重區三張街121~150號,25.25,住,,,1070915,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0641203,74.56,3,2,1,有,無,7000000,93884,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPVQMLNLJINFFGF56CA
三重區,房地(土地+建物),新北市三重區頂崁街121~150號,29.06,住,,,1071026,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580530,77.25,1,2,1,有,無,5600000,72492,,0.0,0,,RPPNMLQLJINFFGF58CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區民義街101巷1~30號,30.05,住,,,1071025,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990112,170.56,3,2,2,有,有,17000000,99672,坡道平面,24.11,0,,RPRNMLQLJINFFGF78CA
三重區,房地(土地+建物),新北市三重區中華路76巷1~30號,26.42,住,,,1071006,土地3建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660428,86.71,3,2,1,有,無,6800000,78422,,0.0,0,,RPTNMLQLJINFFGF98CA
三重區,房地(土地+建物),新北市三重區中華路76巷1~30號,27.3,住,,,1071006,土地3建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660428,93.88,3,2,1,有,無,7350000,78291,,0.0,0,,RPUNMLQLJINFFGF09CA
蘆洲區,房地(土地+建物),新北市蘆洲區中興街91~120號,24.11,住,,,1071024,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870703,126.99000000000001,3,2,2,有,有,11900000,93708,,0.0,0,含增建或未登記建物。;,RPVNMLQLJINFFGF56CA
三重區,房地(土地+建物)+車位,新北市三重區慈愛街151~180號,24.12,其他,,,1071010,土地1建物1車位1,十層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060901,209.93,3,1,2,有,有,25500000,134680,坡道平面,34.7,1900000,,RPOOMLKMJINFFGF08CA
三重區,房地(土地+建物)+車位,新北市三重區忠孝路一段61~90號,14.11,住,,,1071006,土地2建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890816,133.76,3,2,2,有,有,14800000,110646,坡道機械,17.89,0,,RPUPMLKMJINFFGF78CA
三重區,房地(土地+建物),新北市三重區忠孝路三段7巷31~60號,25.48,住,,,1071002,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750617,107.27,4,2,2,有,無,8500000,79239,,0.0,0,,RPWNMLOJKINFFGF98CA
三重區,房地(土地+建物),新北市三重區重安街87巷1~30號,20.48,住,,,1071010,土地1建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690419,73.0,3,2,2,有,無,7020000,96164,,0.0,0,,RPROMLNLJINFFGF58CA
貢寮區,土地,遠望坑段遠望坑小段121~150地號,179.0,其他,,,1071112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,2793,,0.0,0,(包含)公共設施保留地之交易。;本案為土地上未辦建物保存登記之建物所有權人購買。,RPPNMLLLKINFFFF08CA
瑞芳區,房地(土地+建物),新北市瑞芳區逢甲路151~180號,25.8,住,,,1071027,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,,65.7,3,2,1,有,無,2650000,40335,,0.0,0,,RPRNMLQLJINFFFF68CA
三芝區,房地(土地+建物),新北市三芝區芝麻五街1~30號,83.65,,山坡地保育區,丙種建築用地,1071015,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0851007,190.06,4,2,3,有,有,6205888,32652,,0.0,0,,RPRTMLOLKINFFEF09CA
淡水區,房地(土地+建物),新北市淡水區學府路136巷31~60號,7.7,住,,,1071103,土地0建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961002,36.39,1,0,1,有,有,2380000,65403,,0.0,0,陽台外推,RPOUMLOLKINFFEF88CA
八里區,房地(土地+建物)+車位,新北市八里區中山路二段211~240號,22.18,住,,,1071005,土地2建物1車位1,一層，騎樓,九層,店面(店鋪),商業用,鋼筋混凝土造,0841118,131.67000000000002,0,0,1,無,有,13380000,101618,坡道平面,0.0,0,,RPPRMLOKKINFFEF58CA
淡水區,房地(土地+建物),新北市淡水區水源街二段74巷1~30號,4.75,住,,,1071031,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830628,25.240000000000002,1,0,1,有,有,1150000,45563,,0.0,0,,RPVOMLSKKINFFEF66CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段31~60號,25.23,住,,,1071016,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070227,161.0,3,2,2,有,有,8100000,52194,坡道平面,29.76,1250000,,RPQNMLSJKINFFEF58CA
淡水區,房地(土地+建物),新北市淡水區民權路1~30號,5.67,工,,,1071105,土地1建物1車位0,七層,二十四層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0971223,52.349999999999994,1,1,1,有,有,5350000,102197,,0.0,0,,RPSNMLRJKINFFEF68CA
淡水區,房地(土地+建物)+車位,新北市淡水區興福寮88巷1~30號,75.65,,山坡地保育區,丙種建築用地,1071023,土地2建物1車位1,二層,二十九層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030820,196.53,2,2,1,有,有,17648914,109626,坡道平面,43.21,841050,,RPSOMLNKKINFFEF48CA
淡水區,房地(土地+建物)+車位,新北市淡水區興福寮88巷1~30號,75.35,,山坡地保育區,丙種建築用地,1071023,土地2建物1車位1,三層,二十九層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030820,196.25,2,2,1,有,有,18412450,113900,坡道平面,43.21,981225,,SPSOMLNKKINFFEF58CA
淡水區,房地(土地+建物),新北市淡水區興福寮88巷1~30號,91.07,,山坡地保育區,丙種建築用地,1071023,土地2建物1車位0,九層,二十九層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030820,192.61,3,2,2,有,有,25012349,129860,,0.0,0,,RPUOMLNKKINFFEF68CA
淡水區,房地(土地+建物)+車位,新北市淡水區興福寮88巷1~30號,84.25,,山坡地保育區,丙種建築用地,1071023,土地2建物1車位1,十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030820,218.14,3,2,2,有,有,23826243,132951,坡道平面,46.31,981225,,SPUOMLNKKINFFEF78CA
三芝區,房地(土地+建物),新北市三芝區三民街27巷1~30號,18.11,住,,,1071110,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850105,103.27,3,1,2,有,無,3000000,29050,,0.0,0,,RPQPMLPJKINFFEF48CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段181~210號,8.71,商,,,1071102,土地1建物1車位1,十二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,129.15,2,2,1,有,有,8210000,72044,坡道平面,30.46,1100000,,RPUOMLOJKINFFEF68CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段99巷31~60號,24.74,住,,,1071006,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061205,169.43,3,2,2,有,有,9500000,56070,坡道平面,34.62,0,,RPQOMLKMJINFFEF08CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段391~420號,17.89,住,,,1071025,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010827,127.03,2,2,1,有,有,7200000,56680,坡道平面,32.23,0,,RPPQMLKMJINFFEF18CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段271~300號,9.93,商,,,1071002,土地1建物1車位1,二十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,152.47,3,2,2,有,有,10430000,75650,坡道平面,30.46,1200000,,RPSOMLKKKINFFEF18CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段271~300號,10.65,商,,,1071002,土地1建物1車位2,二十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,179.21,3,2,2,有,有,12500000,85383,坡道平面,60.92,2400000,,RPTOMLKKKINFFEF28CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段271~300號,8.07,商,,,1071002,土地1建物1車位1,二十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,122.69,2,2,1,有,有,8400000,78066,坡道平面,30.46,1200000,,RPUOMLKKKINFFEF38CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段181~210號,9.93,商,,,1071002,土地1建物1車位1,二十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,152.47,3,2,2,有,有,9620000,69830,坡道平面,30.46,1100000,,RPVOMLKKKINFFEF48CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段271~300號,7.98,商,,,1071015,土地1建物1車位1,二十八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,108.15,2,2,1,有,有,6880000,68661,坡道機械,15.23,500000,,RPWOMLKKKINFFEF58CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段31~60號,18.91,住,,,1071020,土地1建物1車位1,十五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000214,158.03,3,2,2,有,有,8650000,54736,坡道平面,22.88,0,,RPRNMLNLJINFFEF28CA
汐止區,房地(土地+建物),新北市汐止區勤進路83巷1~30號,12.59,,山坡地保育區,丙種建築用地,1071114,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710824,33.24,1,1,1,有,有,2000000,60168,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTOMLOKKINFFDF58CA
汐止區,房地(土地+建物),新北市汐止區南陽街279巷1~30號,551.1,工,,,1070918,土地1建物2車位0,一層，二層,二層,工廠,住工用,鋼筋混凝土造,0770306,806.4,0,0,0,無,無,75000000,,,0.0,0,含增建或未登記建物。;,RPOOMLQJKINFFDF18CA
汐止區,房地(土地+建物),新北市汐止區伯爵街95巷31~60號,17.49,,山坡地保育區,丙種建築用地,1071024,土地1建物1車位0,六層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0890929,46.89,1,1,1,有,有,3500000,74643,,0.0,0,,RPTNMLNJKINFFDF28CA
汐止區,房地(土地+建物),新北市汐止區汐萬路二段211~240號,34.96,,山坡地保育區,丙種建築用地,1071027,土地1建物1車位0,一層,四層,廠辦,住家用,鋼筋混凝土造,0710828,83.7,0,0,0,無,無,5500000,65711,,0.0,0,含增建或未登記建物。,RPRNMLRJKINFFDF48CA
汐止區,房地(土地+建物)+車位,新北市汐止區新興路121~150號,18.05,住,,,1071027,土地1建物1車位1,六層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070213,129.8,2,2,1,有,有,11700000,90139,坡道平面,30.31,0,,RPPNMLRLJINFFDF38CA
汐止區,房地(土地+建物),新北市汐止區新興路121~150號,16.57,住,,,1071028,土地1建物1車位0,二十一層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070213,98.19,2,2,1,有,有,11200000,114065,,0.0,0,,RPUNMLNLJINFFDF48CA
新店區,房地(土地+建物),新北市新店區如意街3巷1~30號,38.78,其他,,,1071104,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750822,106.01,3,2,2,有,有,9200000,86784,,0.0,0,,RPQOMLRKKINFFCF48CA
新店區,土地,寶元段631~660地號,3.57,其他,,,1071031,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,627257,175702,,0.0,0,(包含)公共設施保留地之交易。;,RPUNMLPJKINFFCF48CA
新店區,房地(土地+建物),新北市新店區安康路三段31巷1弄1~30號,12.81,住,,,1071112,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710720,38.61,3,2,1,有,無,2380000,61642,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPOMLNJKINFFCF87CA
深坑區,車位,新北市深坑區北深路二段55巷1~30號,0.0,,,,1071110,土地0建物0車位1,地下一層,五層,其他,見使用執照,鋼筋混凝土造,0790619,34.02,0,0,0,有,無,1250000,,坡道平面,0.0,0,,RPQNMLSLJINFFCF48CA
新店區,房地(土地+建物),新北市新店區北宜路二段17巷1~30號,31.37,住,,,1071004,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741111,106.4,3,2,2,有,無,7000000,65789,,0.0,0,,RPVNMLRLJINFFCF88CA
新店區,土地,竹林段1~30地號,26.96,其他,,,1071026,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,265277,9840,,0.0,0,(包含)公共設施保留地之交易。;,RPUOMLQLJINFFCF78CA
新店區,土地,民安段1171~1200地號,8.44,其他,,,1071026,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1266600,150071,,0.0,0,(包含)公共設施保留地之交易。;,RPVOMLQLJINFFCF88CA
新店區,房地(土地+建物),新北市新店區中正路247巷6弄1~30號,48.94,住,,,1071015,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730702,149.11,4,2,2,有,無,24500000,164308,,0.0,0,含增建或未登記建物。;,RPUNMLQLJINFFCF68CA
新店區,房地(土地+建物)+車位,新北市新店區達觀路1~30號,29.81,,山坡地保育區,丙種建築用地,1071108,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850510,90.83,2,2,1,有,有,4550000,50094,坡道平面,31.28,0,,RPOOMLQLJINFFCF18CA
新店區,車位,新北市新店區中興路二段31~60號,0.23,住,,,1070908,土地0建物0車位1,,,其他,,,,25.01,0,0,0,有,有,1900000,,坡道平面,25.01,1900000,單獨車位交易。;,RPTOMLNLJINFFCF38CA
深坑區,房地(土地+建物),新北市深坑區北深路三段241~270號,28.25,住,,,1071023,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681208,96.25,3,1,1,有,無,7450000,77403,,0.0,0,含增建或未登記建物。;,RPXOMLNLJINFFCF78CA
林口區,房地(土地+建物)+車位,新北市林口區麗園一街9巷1~30號,42.54,住,,,1071107,土地1建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0840411,168.46,4,2,2,有,有,8600000,51051,坡道平面,0.0,0,,RPQRMLKKKINFFBF97CA
林口區,房地(土地+建物),新北市林口區信義路361~390號,7.11,住,,,1071008,土地1建物1車位0,八層,十四層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1070125,49.98,1,1,1,有,有,5100000,102041,,0.0,0,,RPWNMLMKKINFFBF38CA
林口區,房地(土地+建物),新北市林口區信義路361~390號,7.11,住,,,1071103,土地1建物1車位0,十二層,十四層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1070125,49.98,1,1,1,有,有,5200000,104042,,0.0,0,,RPXNMLMKKINFFBF48CA
五股區,房地(土地+建物)+車位,新北市五股區新五路二段571~600號,17.17,住,,,1071108,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070410,100.19,2,1,1,有,有,7880000,78037,坡道機械,15.23,1250000,土地及建物分次登記案件。前案土地登記收件字號：;,RPWPMLOKKINFFBF78CA
